model,strategy,file,base_task,status,ncloc,sqale_index,cognitive_complexity,complexity,code_smells,pass_val,fqs
ChatGLM,H,CalendarUtilPartialSuccess.py,CalendarUtil,PartialSuccess,9.0,0.0,,4.0,0.0,0.0,0.0
ChatGLM,H,CamelCaseMapError.py,CamelCaseMap,Error,18.0,0.0,,8.0,0.0,0.0,0.0
ChatGLM,H,ChandrasekharSieveError.py,ChandrasekharSieve,Error,15.0,0.0,3.0,5.0,0.0,0.0,0.0
ChatGLM,H,ChatError.py,Chat,Error,8.0,0.0,,5.0,0.0,0.0,0.0
ChatGLM,H,ClassRegistrationSystemError.py,ClassRegistrationSystem,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,ClassroomError.py,Classroom,Error,24.0,0.0,12.0,13.0,0.0,0.0,0.0
ChatGLM,H,CombinationCalculatorError.py,CombinationCalculator,Error,12.0,6.0,,6.0,3.0,0.0,0.0
ChatGLM,H,ComplexCalculatorError.py,ComplexCalculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,CookiesUtilError.py,CookiesUtil,Error,26.0,5.0,5.0,7.0,1.0,0.0,0.0
ChatGLM,H,CSVProcessorError.py,CSVProcessor,Error,102.0,2.0,,4.0,1.0,0.0,0.0
ChatGLM,H,CurrencyConverterError.py,CurrencyConverter,Error,15.0,0.0,,5.0,0.0,0.0,0.0
ChatGLM,H,DatabaseProcessorError.py,DatabaseProcessor,Error,26.0,1.0,7.0,10.0,1.0,0.0,0.0
ChatGLM,H,DataStatistics2Error.py,DataStatistics2,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,DataStatistics4Error.py,DataStatistics4,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,DataStatisticsFail.py,DataStatistics,Fail,11.0,0.0,,3.0,0.0,0.0,0.0
ChatGLM,H,DecryptionUtilsError.py,DecryptionUtils,Error,19.0,0.0,,4.0,0.0,0.0,0.0
ChatGLM,H,DiscountStrategyError.py,DiscountStrategy,Error,32.0,15.0,2.0,10.0,3.0,0.0,0.0
ChatGLM,H,DocFileHandlerError.py,DocFileHandler,Error,60.0,0.0,19.0,25.0,0.0,0.0,0.0
ChatGLM,H,EightPuzzleError.py,EightPuzzle,Error,27.0,0.0,5.0,8.0,0.0,0.0,0.0
ChatGLM,H,EmailClientError.py,EmailClient,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,EncryptionUtilsError.py,EncryptionUtils,Error,23.0,0.0,5.0,10.0,0.0,0.0,0.0
ChatGLM,H,ExcelProcessorError.py,ExcelProcessor,Error,21.0,7.0,4.0,7.0,2.0,0.0,0.0
ChatGLM,H,ExpressionCalculatorError.py,ExpressionCalculator,Error,21.0,0.0,,8.0,0.0,0.0,0.0
ChatGLM,H,FitnessTrackerError.py,FitnessTracker,Error,16.0,7.0,,4.0,2.0,0.0,0.0
ChatGLM,H,GomokuGameError.py,GomokuGame,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,HotelSuccess.py,Hotel,Success,0.0,0.0,,0.0,0.0,1.0,1.0
ChatGLM,H,HRManagementSystemError.py,HRManagementSystem,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,HtmlUtilFail.py,HtmlUtil,Fail,30.0,2.0,4.0,8.0,1.0,0.0,0.0
ChatGLM,H,ImageProcessorError.py,ImageProcessor,Error,21.0,10.0,,6.0,2.0,0.0,0.0
ChatGLM,H,InterpolationError.py,Interpolation,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,IPAddressError.py,IPAddress,Error,9.0,0.0,1.0,5.0,0.0,0.0,0.0
ChatGLM,H,IpUtilError.py,IpUtil,Error,12.0,0.0,,3.0,0.0,0.0,0.0
ChatGLM,H,JobMarketplaceError.py,JobMarketplace,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,JSONProcessorError.py,JSONProcessor,Error,18.0,0.0,4.0,5.0,0.0,0.0,0.0
ChatGLM,H,KappaCalculatorError.py,KappaCalculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,LemmatizationError.py,Lemmatization,Error,16.0,0.0,1.0,5.0,0.0,0.0,0.0
ChatGLM,H,LongestWordFail.py,LongestWord,Fail,11.0,0.0,,3.0,0.0,0.0,0.0
ChatGLM,H,MahjongConnectError.py,MahjongConnect,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,ManacherError.py,Manacher,Error,15.0,0.0,4.0,5.0,0.0,0.0,0.0
ChatGLM,H,MetricsCalculator2Error.py,MetricsCalculator2,Error,8.0,5.0,,3.0,1.0,0.0,0.0
ChatGLM,H,MetricsCalculatorFail.py,MetricsCalculator,Fail,11.0,0.0,,6.0,0.0,0.0,0.0
ChatGLM,H,MinesweeperGameError.py,MinesweeperGame,Error,9.0,0.0,,2.0,0.0,0.0,0.0
ChatGLM,H,MovieBookingSystemError.py,MovieBookingSystem,Error,29.0,0.0,10.0,12.0,0.0,0.0,0.0
ChatGLM,H,MovieTicketDBError.py,MovieTicketDB,Error,21.0,0.0,,6.0,0.0,0.0,0.0
ChatGLM,H,MusicPlayerSuccess.py,MusicPlayer,Success,13.0,0.0,,9.0,0.0,1.0,1.0
ChatGLM,H,NLPDataProcessor2Error.py,NLPDataProcessor2,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,NLPDataProcessorError.py,NLPDataProcessor,Error,11.0,0.0,,3.0,0.0,0.0,0.0
ChatGLM,H,NumberConverterError.py,NumberConverter,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,NumberWordFormatterError.py,NumberWordFormatter,Error,42.0,0.0,11.0,8.0,0.0,0.0,0.0
ChatGLM,H,NumericEntityUnescaperError.py,NumericEntityUnescaper,Error,8.0,5.0,,3.0,1.0,0.0,0.0
ChatGLM,H,OrderError.py,Order,Error,38.0,0.0,8.0,15.0,0.0,0.0,0.0
ChatGLM,H,PageUtilError.py,PageUtil,Error,20.0,0.0,,4.0,0.0,0.0,0.0
ChatGLM,H,PDFHandlerError.py,PDFHandler,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,PersonRequestError.py,PersonRequest,Error,17.0,23.0,4.0,8.0,7.0,0.0,0.0
ChatGLM,H,PushBoxGameFail.py,PushBoxGame,Fail,18.0,0.0,,5.0,0.0,0.0,0.0
ChatGLM,H,RegexUtilsError.py,RegexUtils,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,RPGCharacterError.py,RPGCharacter,Error,33.0,10.0,5.0,11.0,1.0,0.0,0.0
ChatGLM,H,ServerFail.py,Server,Fail,10.0,0.0,,6.0,0.0,0.0,0.0
ChatGLM,H,ShoppingCartError.py,ShoppingCart,Error,14.0,0.0,2.0,6.0,0.0,0.0,0.0
ChatGLM,H,SignInSystemFail.py,SignInSystem,Fail,21.0,0.0,3.0,9.0,0.0,0.0,0.0
ChatGLM,H,SnakeFail.py,Snake,Fail,14.0,6.0,,5.0,3.0,0.0,0.0
ChatGLM,H,SplitSentenceFail.py,SplitSentence,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,SQLGeneratorFail.py,SQLGenerator,Fail,9.0,0.0,,7.0,0.0,0.0,0.0
ChatGLM,H,SQLQueryBuilderError.py,SQLQueryBuilder,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,Statistics3Error.py,Statistics3,Error,10.0,30.0,,7.0,6.0,0.0,0.0
ChatGLM,H,StockPortfolioTrackerError.py,StockPortfolioTracker,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,StudentDatabaseProcessorError.py,StudentDatabaseProcessor,Error,21.0,0.0,,5.0,0.0,0.0,0.0
ChatGLM,H,TextFileProcessorError.py,TextFileProcessor,Error,12.0,0.0,,5.0,0.0,0.0,0.0
ChatGLM,H,ThermostatFail.py,Thermostat,Fail,33.0,0.0,14.0,15.0,0.0,0.0,0.0
ChatGLM,H,TicTacToeError.py,TicTacToe,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,TimeUtilsError.py,TimeUtils,Error,19.0,0.0,,8.0,0.0,0.0,0.0
ChatGLM,H,TriCalculatorError.py,TriCalculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,TwentyFourPointGameError.py,TwentyFourPointGame,Error,16.0,5.0,,7.0,1.0,0.0,0.0
ChatGLM,H,URLHandlerFail.py,URLHandler,Fail,20.0,0.0,,6.0,0.0,0.0,0.0
ChatGLM,H,UrlPathError.py,UrlPath,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,UserLoginDBError.py,UserLoginDB,Error,18.0,0.0,,5.0,0.0,0.0,0.0
ChatGLM,H,VectorUtilError.py,VectorUtil,Error,12.0,0.0,,4.0,0.0,0.0,0.0
ChatGLM,H,VendingMachineFail.py,VendingMachine,Fail,23.0,0.0,6.0,9.0,0.0,0.0,0.0
ChatGLM,H,WarehouseError.py,Warehouse,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,H,WeatherSystemFail.py,WeatherSystem,Fail,16.0,0.0,,8.0,0.0,0.0,0.0
ChatGLM,H,Words2NumbersError.py,Words2Numbers,Error,38.0,0.0,11.0,9.0,0.0,0.0,0.0
ChatGLM,H,XMLProcessorError.py,XMLProcessor,Error,13.0,10.0,,5.0,2.0,0.0,0.0
ChatGLM,H,ZipFileProcessorError.py,ZipFileProcessor,Error,12.0,20.0,,5.0,4.0,0.0,0.0
ChatGLM,C,AccessGatewayFilterError.py,AccessGatewayFilter,Error,10.0,5.0,3.0,6.0,1.0,0.0,0.0
ChatGLM,C,AreaCalculatorError.py,AreaCalculator,Error,13.0,15.0,,4.0,1.0,0.0,0.0
ChatGLM,C,ArgumentParserError.py,ArgumentParser,Error,33.0,5.0,13.0,11.0,1.0,0.0,0.0
ChatGLM,C,ArrangementCalculatorError.py,ArrangementCalculator,Error,21.0,0.0,8.0,7.0,0.0,0.0,0.0
ChatGLM,C,AssessmentSystemError.py,AssessmentSystem,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,AutomaticGuitarSimulatorError.py,AutomaticGuitarSimulator,Error,16.0,16.0,2.0,3.0,1.0,0.0,0.0
ChatGLM,C,AvgPartitionFail.py,AvgPartition,Fail,14.0,5.0,,3.0,1.0,0.0,0.0
ChatGLM,C,BalancedBracketsError.py,BalancedBrackets,Error,8.0,0.0,,2.0,0.0,0.0,0.0
ChatGLM,C,BankAccountFail.py,BankAccount,Fail,23.0,0.0,5.0,8.0,0.0,0.0,0.0
ChatGLM,C,BigNumCalculatorError.py,BigNumCalculator,Error,5.0,10.0,,2.0,2.0,0.0,0.0
ChatGLM,C,BinaryDataProcessorError.py,BinaryDataProcessor,Error,29.0,0.0,6.0,9.0,0.0,0.0,0.0
ChatGLM,C,BitStatusUtilError.py,BitStatusUtil,Error,25.0,58.0,10.0,11.0,8.0,0.0,0.0
ChatGLM,C,BlackjackGameError.py,BlackjackGame,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,BookManagementDBError.py,BookManagementDB,Error,37.0,0.0,2.0,8.0,0.0,0.0,0.0
ChatGLM,C,BookManagementError.py,BookManagement,Error,13.0,0.0,6.0,8.0,0.0,0.0,0.0
ChatGLM,C,BoyerMooreSearchError.py,BoyerMooreSearch,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,CalculatorError.py,Calculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,CalendarUtilError.py,CalendarUtil,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,CamelCaseMapError.py,CamelCaseMap,Error,13.0,0.0,1.0,7.0,0.0,0.0,0.0
ChatGLM,C,ChandrasekharSieveError.py,ChandrasekharSieve,Error,4.0,0.0,,1.0,0.0,0.0,0.0
ChatGLM,C,ChatFail.py,Chat,Fail,31.0,5.0,7.0,10.0,1.0,0.0,0.0
ChatGLM,C,ClassRegistrationSystemError.py,ClassRegistrationSystem,Error,26.0,5.0,5.0,10.0,1.0,0.0,0.0
ChatGLM,C,ClassroomError.py,Classroom,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,CombinationCalculatorError.py,CombinationCalculator,Error,36.0,16.0,10.0,14.0,5.0,0.0,0.0
ChatGLM,C,ComplexCalculatorError.py,ComplexCalculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,CookiesUtilError.py,CookiesUtil,Error,21.0,0.0,2.0,6.0,0.0,0.0,0.0
ChatGLM,C,CSVProcessorError.py,CSVProcessor,Error,34.0,7.0,6.0,10.0,2.0,0.0,0.0
ChatGLM,C,CurrencyConverterError.py,CurrencyConverter,Error,32.0,0.0,6.0,9.0,0.0,0.0,0.0
ChatGLM,C,DatabaseProcessorError.py,DatabaseProcessor,Error,18.0,0.0,2.0,6.0,0.0,0.0,0.0
ChatGLM,C,DataStatistics2Error.py,DataStatistics2,Error,15.0,10.0,,6.0,2.0,0.0,0.0
ChatGLM,C,DataStatistics4Error.py,DataStatistics4,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,DataStatisticsFail.py,DataStatistics,Fail,12.0,0.0,2.0,5.0,0.0,0.0,0.0
ChatGLM,C,DecryptionUtilsError.py,DecryptionUtils,Error,11.0,10.0,1.0,5.0,2.0,0.0,0.0
ChatGLM,C,DiscountStrategyError.py,DiscountStrategy,Error,31.0,30.0,8.0,10.0,6.0,0.0,0.0
ChatGLM,C,DocFileHandlerError.py,DocFileHandler,Error,49.0,10.0,11.0,13.0,2.0,0.0,0.0
ChatGLM,C,EightPuzzleError.py,EightPuzzle,Error,45.0,0.0,22.0,11.0,0.0,0.0,0.0
ChatGLM,C,EmailClientError.py,EmailClient,Error,38.0,0.0,9.0,12.0,0.0,0.0,0.0
ChatGLM,C,EncryptionUtilsError.py,EncryptionUtils,Error,13.0,5.0,4.0,4.0,1.0,0.0,0.0
ChatGLM,C,ExcelProcessorError.py,ExcelProcessor,Error,23.0,12.0,6.0,7.0,3.0,0.0,0.0
ChatGLM,C,ExpressionCalculatorError.py,ExpressionCalculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,FitnessTrackerError.py,FitnessTracker,Error,20.0,7.0,5.0,6.0,2.0,0.0,0.0
ChatGLM,C,GomokuGameError.py,GomokuGame,Error,15.0,0.0,10.0,8.0,0.0,0.0,0.0
ChatGLM,C,HotelSuccess.py,Hotel,Success,50.0,18.0,39.0,18.0,1.0,1.0,0.964
ChatGLM,C,HRManagementSystemError.py,HRManagementSystem,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,HtmlUtilFail.py,HtmlUtil,Fail,38.0,2.0,9.0,7.0,1.0,0.0,0.0
ChatGLM,C,ImageProcessorError.py,ImageProcessor,Error,46.0,0.0,8.0,11.0,0.0,0.0,0.0
ChatGLM,C,InterpolationError.py,Interpolation,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,IPAddressError.py,IPAddress,Error,15.0,5.0,5.0,7.0,1.0,0.0,0.0
ChatGLM,C,IpUtilError.py,IpUtil,Error,18.0,25.0,4.0,3.0,5.0,0.0,0.0
ChatGLM,C,JobMarketplaceError.py,JobMarketplace,Error,36.0,0.0,8.0,13.0,0.0,0.0,0.0
ChatGLM,C,JSONProcessorError.py,JSONProcessor,Error,26.0,0.0,7.0,5.0,0.0,0.0,0.0
ChatGLM,C,KappaCalculatorError.py,KappaCalculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,LemmatizationError.py,Lemmatization,Error,34.0,0.0,3.0,7.0,0.0,0.0,0.0
ChatGLM,C,LongestWordPartialSuccess.py,LongestWord,PartialSuccess,25.0,5.0,17.0,11.0,1.0,0.0,0.0
ChatGLM,C,MahjongConnectError.py,MahjongConnect,Error,32.0,24.0,18.0,17.0,5.0,0.0,0.0
ChatGLM,C,ManacherError.py,Manacher,Error,12.0,0.0,4.0,4.0,0.0,0.0,0.0
ChatGLM,C,MetricsCalculator2Error.py,MetricsCalculator2,Error,31.0,10.0,15.0,9.0,2.0,0.0,0.0
ChatGLM,C,MetricsCalculatorError.py,MetricsCalculator,Error,42.0,5.0,10.0,14.0,1.0,0.0,0.0
ChatGLM,C,MinesweeperGameError.py,MinesweeperGame,Error,41.0,30.0,20.0,19.0,6.0,0.0,0.0
ChatGLM,C,MovieBookingSystemError.py,MovieBookingSystem,Error,17.0,0.0,6.0,7.0,0.0,0.0,0.0
ChatGLM,C,MovieTicketDBError.py,MovieTicketDB,Error,34.0,0.0,3.0,7.0,0.0,0.0,0.0
ChatGLM,C,MusicPlayerError.py,MusicPlayer,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,NLPDataProcessor2Error.py,NLPDataProcessor2,Error,16.0,0.0,1.0,3.0,0.0,0.0,0.0
ChatGLM,C,NLPDataProcessorError.py,NLPDataProcessor,Error,15.0,0.0,3.0,7.0,0.0,0.0,0.0
ChatGLM,C,NumberConverterError.py,NumberConverter,Error,14.0,25.0,2.0,7.0,5.0,0.0,0.0
ChatGLM,C,NumberWordFormatterError.py,NumberWordFormatter,Error,77.0,35.0,30.0,21.0,7.0,0.0,0.0
ChatGLM,C,NumericEntityUnescaperError.py,NumericEntityUnescaper,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,OrderError.py,Order,Error,18.0,0.0,6.0,8.0,0.0,0.0,0.0
ChatGLM,C,PageUtilError.py,PageUtil,Error,43.0,0.0,7.0,9.0,0.0,0.0,0.0
ChatGLM,C,PDFHandlerError.py,PDFHandler,Error,23.0,0.0,7.0,7.0,0.0,0.0,0.0
ChatGLM,C,PersonRequestPartialSuccess.py,PersonRequest,PartialSuccess,20.0,31.0,7.0,10.0,8.0,0.0,0.0
ChatGLM,C,PushBoxGameError.py,PushBoxGame,Error,34.0,4.0,13.0,9.0,2.0,0.0,0.0
ChatGLM,C,RegexUtilsError.py,RegexUtils,Error,28.0,0.0,5.0,9.0,0.0,0.0,0.0
ChatGLM,C,RPGCharacterError.py,RPGCharacter,Error,19.0,0.0,2.0,4.0,0.0,0.0,0.0
ChatGLM,C,ServerError.py,Server,Error,33.0,40.0,9.0,13.0,2.0,0.0,0.0
ChatGLM,C,ShoppingCartError.py,ShoppingCart,Error,12.0,0.0,2.0,5.0,0.0,0.0,0.0
ChatGLM,C,SignInSystemError.py,SignInSystem,Error,15.0,0.0,5.0,6.0,0.0,0.0,0.0
ChatGLM,C,SnakeError.py,Snake,Error,41.0,26.0,6.0,8.0,5.0,0.0,0.0
ChatGLM,C,SplitSentenceError.py,SplitSentence,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,SQLGeneratorError.py,SQLGenerator,Error,22.0,0.0,3.0,9.0,0.0,0.0,0.0
ChatGLM,C,SQLQueryBuilderError.py,SQLQueryBuilder,Error,9.0,20.0,,4.0,4.0,0.0,0.0
ChatGLM,C,Statistics3Error.py,Statistics3,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,StockPortfolioTrackerError.py,StockPortfolioTracker,Error,40.0,0.0,12.0,13.0,0.0,0.0,0.0
ChatGLM,C,StudentDatabaseProcessorError.py,StudentDatabaseProcessor,Error,14.0,0.0,,4.0,0.0,0.0,0.0
ChatGLM,C,TextFileProcessorError.py,TextFileProcessor,Error,23.0,0.0,4.0,8.0,0.0,0.0,0.0
ChatGLM,C,ThermostatError.py,Thermostat,Error,30.0,0.0,8.0,10.0,0.0,0.0,0.0
ChatGLM,C,TicTacToeError.py,TicTacToe,Error,4.0,2.0,,1.0,1.0,0.0,0.0
ChatGLM,C,TimeUtilsError.py,TimeUtils,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,C,TriCalculatorError.py,TriCalculator,Error,11.0,5.0,,3.0,1.0,0.0,0.0
ChatGLM,C,TwentyFourPointGameError.py,TwentyFourPointGame,Error,16.0,0.0,2.0,5.0,0.0,0.0,0.0
ChatGLM,C,URLHandlerError.py,URLHandler,Error,18.0,22.0,5.0,8.0,5.0,0.0,0.0
ChatGLM,C,UrlPathError.py,UrlPath,Error,13.0,0.0,2.0,5.0,0.0,0.0,0.0
ChatGLM,C,UserLoginDBFail.py,UserLoginDB,Fail,37.0,6.0,6.0,8.0,1.0,0.0,0.0
ChatGLM,C,VectorUtilError.py,VectorUtil,Error,13.0,15.0,1.0,4.0,3.0,0.0,0.0
ChatGLM,C,VendingMachineError.py,VendingMachine,Error,19.0,0.0,4.0,6.0,0.0,0.0,0.0
ChatGLM,C,WarehouseError.py,Warehouse,Error,41.0,0.0,11.0,14.0,0.0,0.0,0.0
ChatGLM,C,WeatherSystemError.py,WeatherSystem,Error,15.0,0.0,1.0,5.0,0.0,0.0,0.0
ChatGLM,C,Words2NumbersError.py,Words2Numbers,Error,24.0,0.0,6.0,7.0,0.0,0.0,0.0
ChatGLM,C,XMLProcessorError.py,XMLProcessor,Error,17.0,5.0,2.0,6.0,1.0,0.0,0.0
ChatGLM,C,ZipFileProcessorError.py,ZipFileProcessor,Error,24.0,10.0,3.0,5.0,2.0,0.0,0.0
ChatGLM,I,AccessGatewayFilterError.py,AccessGatewayFilter,Error,19.0,5.0,7.0,10.0,1.0,0.0,0.0
ChatGLM,I,AreaCalculatorError.py,AreaCalculator,Error,15.0,0.0,1.0,5.0,0.0,0.0,0.0
ChatGLM,I,ArgumentParserError.py,ArgumentParser,Error,28.0,0.0,7.0,9.0,0.0,0.0,0.0
ChatGLM,I,ArrangementCalculatorError.py,ArrangementCalculator,Error,10.0,0.0,1.0,3.0,0.0,0.0,0.0
ChatGLM,I,AssessmentSystemError.py,AssessmentSystem,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,I,AutomaticGuitarSimulatorError.py,AutomaticGuitarSimulator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,I,AvgPartitionError.py,AvgPartition,Error,15.0,10.0,,3.0,2.0,0.0,0.0
ChatGLM,I,BalancedBracketsError.py,BalancedBrackets,Error,10.0,0.0,4.0,5.0,0.0,0.0,0.0
ChatGLM,I,BankAccountError.py,BankAccount,Error,26.0,0.0,6.0,11.0,0.0,0.0,0.0
ChatGLM,I,BigNumCalculatorError.py,BigNumCalculator,Error,7.0,45.0,,3.0,9.0,0.0,0.0
ChatGLM,I,BinaryDataProcessorError.py,BinaryDataProcessor,Error,15.0,0.0,1.0,7.0,0.0,0.0,0.0
ChatGLM,I,BitStatusUtilError.py,BitStatusUtil,Error,35.0,134.0,14.0,10.0,14.0,0.0,0.0
ChatGLM,I,BlackjackGameError.py,BlackjackGame,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,I,BookManagementDBError.py,BookManagementDB,Error,36.0,5.0,1.0,8.0,1.0,0.0,0.0
ChatGLM,I,BookManagementError.py,BookManagement,Error,13.0,0.0,5.0,6.0,0.0,0.0,0.0
ChatGLM,I,BoyerMooreSearchError.py,BoyerMooreSearch,Error,4.0,4.0,,1.0,2.0,0.0,0.0
ChatGLM,I,CalculatorError.py,Calculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,I,CalendarUtilError.py,CalendarUtil,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,I,CamelCaseMapError.py,CamelCaseMap,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,I,ChandrasekharSieveError.py,ChandrasekharSieve,Error,4.0,0.0,,1.0,0.0,0.0,0.0
ChatGLM,I,ChatError.py,Chat,Error,26.0,0.0,9.0,11.0,0.0,0.0,0.0
ChatGLM,I,ClassRegistrationSystemError.py,ClassRegistrationSystem,Error,39.0,10.0,12.0,12.0,2.0,0.0,0.0
ChatGLM,I,ClassroomError.py,Classroom,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,I,CombinationCalculatorError.py,CombinationCalculator,Error,18.0,10.0,2.0,6.0,2.0,0.0,0.0
ChatGLM,I,ComplexCalculatorError.py,ComplexCalculator,Error,11.0,15.0,,4.0,3.0,0.0,0.0
ChatGLM,I,CookiesUtilError.py,CookiesUtil,Error,19.0,0.0,2.0,6.0,0.0,0.0,0.0
ChatGLM,I,CSVProcessorError.py,CSVProcessor,Error,34.0,7.0,8.0,9.0,2.0,0.0,0.0
ChatGLM,I,CurrencyConverterError.py,CurrencyConverter,Error,28.0,1.0,3.0,8.0,1.0,0.0,0.0
ChatGLM,I,DatabaseProcessorError.py,DatabaseProcessor,Error,21.0,0.0,5.0,8.0,0.0,0.0,0.0
ChatGLM,I,DataStatistics2Error.py,DataStatistics2,Error,10.0,0.0,,4.0,0.0,0.0,0.0
ChatGLM,I,DataStatistics4Error.py,DataStatistics4,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,I,DataStatisticsError.py,DataStatistics,Error,10.0,0.0,,2.0,0.0,0.0,0.0
ChatGLM,I,DecryptionUtilsError.py,DecryptionUtils,Error,19.0,5.0,1.0,7.0,1.0,0.0,0.0
ChatGLM,I,DiscountStrategyError.py,DiscountStrategy,Error,31.0,45.0,14.0,14.0,9.0,0.0,0.0
ChatGLM,I,DocFileHandlerError.py,DocFileHandler,Error,31.0,0.0,1.0,7.0,0.0,0.0,0.0
ChatGLM,I,EightPuzzleError.py,EightPuzzle,Error,0.0,0.0,,0.0,0.0,0.0,0.0
ChatGLM,I,EmailClientError.py,EmailClient,Error,45.0,10.0,12.0,13.0,2.0,0.0,0.0
